,kyon_nums,eaten_kyons,dead_kyons,born_kyons,eaten_grasses,increase
178,265,0,0,0,210,0
179,265,0,0,0,201,0
180,263,1,1,0,243,-2
181,263,0,0,0,195,0
182,262,0,1,0,138,-1
183,262,0,0,0,169,0
184,265,0,0,3,244,3
185,266,0,0,1,184,1
186,266,0,0,0,248,0
187,268,0,0,2,186,2
188,267,0,1,0,142,-1
189,267,0,0,0,220,0
190,267,0,0,0,203,0
191,267,0,1,1,201,0
192,267,0,0,0,203,0
193,267,0,2,2,247,0
194,267,0,0,0,188,0
195,267,0,0,0,248,0
196,267,0,0,0,194,0
197,268,0,0,1,252,1
198,267,0,1,0,188,-1
199,268,1,0,2,143,1
200,268,0,0,0,253,0
201,269,0,0,1,204,1
202,268,0,1,0,205,-1
203,267,1,0,0,202,-1
204,267,0,0,0,195,0
205,267,0,0,0,162,0
206,269,0,0,2,158,2
207,269,0,0,0,216,0
208,269,0,0,0,199,0
209,269,0,0,0,202,0
210,269,0,0,0,241,0
211,269,0,0,0,175,0
212,270,0,0,1,244,1
213,269,1,0,0,193,-1
214,269,0,0,0,144,0
215,269,0,0,0,176,0
216,270,0,0,1,245,1
217,269,1,0,0,186,-1
218,269,0,0,0,248,0
219,269,0,0,0,193,0
220,269,0,0,0,142,0
221,271,0,0,2,245,2
222,272,0,0,1,201,1
223,272,0,1,1,149,0
224,272,0,0,0,164,0
225,273,0,0,1,208,1
226,274,0,0,1,202,1
227,274,0,0,0,251,0
228,274,0,0,0,187,0
229,272,1,2,1,246,-2
230,273,0,0,1,184,1
231,274,0,0,1,155,1
232,274,0,0,0,216,0
233,274,1,0,1,257,0
234,275,0,0,1,191,1
235,277,0,0,2,143,2
236,277,0,1,1,216,0
237,276,0,1,0,198,-1
238,275,0,1,0,245,-1
239,278,0,0,3,181,3
240,278,1,0,1,139,0
241,277,0,1,0,174,-1
242,277,0,0,0,255,0
243,277,0,0,0,188,0
244,278,0,0,1,254,1
245,278,0,1,1,192,0
246,276,0,2,0,249,-2
247,277,0,0,1,192,1
248,276,0,1,0,145,-1
249,276,0,0,0,172,0
250,276,0,1,1,245,0
251,276,0,0,0,191,0
252,276,0,0,0,144,0
253,276,0,0,0,245,0
254,278,0,0,2,191,2
255,278,0,0,0,251,0
256,279,0,0,1,188,1
257,279,0,0,0,137,0
258,280,0,0,1,167,1
259,280,0,0,0,208,0
260,279,1,0,0,256,-1
261,280,0,0,1,188,1
262,280,0,0,0,159,0
263,281,0,0,1,186,1
264,282,0,0,1,259,1
265,282,0,0,0,191,0
266,284,0,0,2,211,2
267,284,0,0,0,212,0
268,284,0,0,0,157,0
269,284,0,0,0,254,0
270,284,0,0,0,195,0
271,287,0,0,3,211,3
272,287,0,0,0,216,0
273,287,0,0,0,163,0
274,286,1,0,0,260,-1
275,286,0,0,0,224,0
276,286,0,0,0,158,0
277,286,0,0,0,231,0
278,287,0,0,1,200,1
279,287,0,0,0,262,0
280,289,0,0,2,206,2
281,290,0,0,1,266,1
282,289,0,1,0,188,-1
283,287,2,0,0,217,-2
284,287,0,0,0,163,0
285,288,0,0,1,173,1
286,288,0,1,1,259,0
287,288,0,0,0,204,0
288,288,0,0,0,217,0
289,289,0,1,2,159,1
290,289,0,0,0,266,0
291,289,0,1,1,193,0
292,290,0,0,1,211,1
293,291,0,0,1,165,1
294,292,0,0,1,258,1
295,292,0,1,1,203,0
296,293,0,0,1,147,1
297,292,0,2,1,241,-1
298,292,0,0,0,269,0
299,292,0,0,0,203,0
300,293,0,0,1,222,1
301,294,0,0,1,214,1
302,293,1,0,0,210,-1
303,293,0,0,0,150,0
304,292,1,0,0,266,-1
305,293,0,0,1,191,1
306,292,1,1,1,238,-1
307,293,0,0,1,147,1
308,294,0,0,1,267,1
309,295,0,0,1,198,1
310,295,0,0,0,276,0
311,295,0,0,0,195,0
312,295,0,1,1,268,0
313,294,1,0,0,202,-1
314,295,0,0,1,160,1
315,295,0,0,0,180,0
316,295,0,0,0,265,0
317,294,1,0,0,174,-1
318,294,0,0,0,145,0
319,294,0,0,0,174,0
320,296,0,0,2,270,2
321,297,0,0,1,191,1
322,294,2,1,0,273,-3
323,295,0,0,1,204,1
324,294,1,0,0,142,-1
325,292,0,2,0,242,-2
326,294,0,0,2,263,2
327,295,0,0,1,205,1
328,295,0,0,0,257,0
329,295,0,1,1,202,0
330,295,0,0,0,146,0
331,295,0,0,0,270,0
332,294,2,0,1,202,-1
333,294,0,0,0,219,0
334,294,0,0,0,200,0
335,294,0,0,0,216,0
336,295,0,0,1,220,1
337,294,1,0,0,129,-1
338,295,0,0,1,270,1
339,295,0,0,0,207,0
340,295,0,0,0,207,0
341,295,0,0,0,148,0
342,294,1,0,0,270,-1
343,294,0,0,0,187,0
344,294,0,0,0,148,0
345,293,1,0,0,266,-1
346,294,0,0,1,197,1
347,294,0,0,0,146,0
348,296,0,0,2,265,2
349,297,0,0,1,208,1
350,298,0,0,1,208,1
351,299,0,0,1,167,1
352,302,0,0,3,180,3
353,303,0,0,1,226,1
354,303,1,0,1,216,0
355,303,1,0,1,218,0
356,304,0,0,1,285,1
357,304,0,0,0,203,0
358,303,0,1,0,155,-1
359,304,0,0,1,233,1
360,302,0,2,0,275,-2
361,302,0,0,0,202,0
362,301,1,1,1,152,-1
363,301,0,0,0,266,0
364,300,1,0,0,212,-1
365,300,0,0,0,156,0
366,300,1,0,1,234,0
367,300,0,0,0,211,0
368,300,0,0,0,275,0
369,300,0,0,0,197,0
370,299,0,1,0,158,-1
371,300,0,0,1,282,1
372,299,0,1,0,198,-1
373,298,0,1,0,232,-1
374,297,1,1,1,164,-1
375,297,1,0,1,179,0
376,296,1,0,0,275,-1
377,295,0,1,0,204,-1
378,295,0,0,0,227,0
379,297,0,0,2,169,2
380,298,0,0,1,276,1
381,299,1,0,2,197,1
382,297,0,2,0,267,-2
383,297,0,0,0,215,0
384,297,0,0,0,164,0
385,296,0,1,0,273,-1
386,297,0,0,1,196,1
387,297,0,0,0,210,0
388,296,1,0,0,176,-1
389,296,0,0,0,185,0
390,297,0,0,1,240,1
391,296,1,0,0,215,-1
392,297,0,0,1,212,1
393,297,0,0,0,274,0
394,297,0,1,1,198,0
395,296,1,1,1,266,-1
396,296,0,0,0,197,0
397,296,0,0,0,224,0
398,297,0,0,1,227,1
399,298,1,0,2,163,1
400,297,0,1,0,174,-1
401,295,0,2,0,274,-2
402,294,0,2,1,202,-1
403,293,1,0,0,161,-1
404,293,0,0,0,227,0
405,294,0,0,1,221,1
406,295,0,0,1,219,1
407,295,0,0,0,257,0
408,294,1,0,0,200,-1
409,294,0,1,1,271,0
410,293,0,1,0,194,-1
411,292,0,1,0,148,-1
412,292,0,0,0,184,0
413,293,0,0,1,217,1
414,293,0,1,1,269,0
415,293,0,0,0,195,0
416,292,1,0,0,270,-1
417,292,0,1,1,202,0
418,293,0,0,1,272,1
419,293,0,0,0,205,0
420,294,0,0,1,144,1
421,294,0,0,0,271,0
422,294,0,0,0,194,0
423,295,0,0,1,227,1
424,295,0,2,2,217,0
425,294,0,1,0,165,-1
426,293,1,0,0,182,-1
427,294,0,0,1,229,1
428,295,0,0,1,209,1
429,295,0,0,0,222,0
430,294,0,1,0,208,-1
431,294,0,0,0,229,0
432,294,0,0,0,214,0
433,294,0,0,0,207,0
434,294,0,0,0,266,0
435,294,0,0,0,210,0
436,296,0,0,2,263,2
437,296,1,0,1,220,0
438,294,0,2,0,269,-2
439,294,0,0,0,202,0
440,295,0,0,1,159,1
441,295,0,0,0,278,0
442,296,0,0,1,200,1
443,295,1,0,0,142,-1
444,296,0,0,1,203,1
445,297,0,0,1,275,1
446,295,1,1,0,211,-2
447,297,0,0,2,155,2
448,297,0,0,0,192,0
449,297,0,0,0,279,0
450,297,1,0,1,198,0
451,297,1,0,1,155,0
452,297,0,1,1,179,0
453,299,0,0,2,268,2
454,299,0,0,0,211,0
455,300,0,1,2,163,1
456,300,0,0,0,270,0
457,301,0,0,1,207,1
458,299,0,2,0,218,-2
459,299,0,0,0,227,0
460,298,1,0,0,161,-1
461,298,0,0,0,185,0
462,298,0,0,0,264,0
463,297,0,1,0,191,-1
464,297,1,1,2,226,0
465,299,0,0,2,172,2
466,301,0,0,2,276,2
467,300,0,2,1,212,-1
468,299,0,1,0,143,-1
469,299,1,0,1,268,0
470,300,0,0,1,209,1
471,301,0,0,1,153,1
472,302,0,0,1,283,1
473,304,0,0,2,202,2
474,304,0,1,1,168,0
475,305,0,0,1,180,1
476,305,0,0,0,273,0
477,304,0,1,0,215,-1
478,305,0,0,1,234,1
479,305,0,0,0,220,0
480,306,1,1,3,237,1
481,306,0,0,0,220,0
482,306,0,0,0,209,0
483,306,0,0,0,232,0
484,306,0,0,0,166,0
485,306,1,0,1,174,0
486,306,0,0,0,286,0
487,306,0,0,0,208,0
488,306,0,0,0,281,0
489,306,0,1,1,208,0
490,305,1,0,0,272,-1
491,306,0,0,1,207,1
492,307,0,0,1,153,1
493,307,0,1,1,188,0
494,304,2,1,0,243,-3
495,304,0,0,0,215,0
496,303,0,1,0,225,-1
497,305,0,0,2,221,2
498,305,0,0,0,227,0
499,305,0,0,0,288,0
500,304,0,1,0,193,-1
501,303,0,1,0,146,-1
502,303,0,0,0,282,0
503,302,1,0,0,212,-1
504,302,0,1,1,231,0
505,302,0,0,0,157,0
506,302,0,0,0,185,0
507,304,0,0,2,269,2
508,304,0,0,0,198,0
509,307,0,0,3,143,3
510,307,0,1,1,244,0
511,307,0,1,1,218,0
512,307,0,0,0,227,0
513,308,1,0,2,271,1
514,310,1,0,3,210,2
515,310,0,0,0,160,0
516,310,1,0,1,282,0
517,310,0,0,0,209,0
518,309,1,0,0,157,-1
519,310,0,0,1,283,1
520,308,1,2,1,222,-2
521,309,1,0,2,146,1
522,309,0,2,2,287,0
523,309,0,0,0,206,0
524,309,0,0,0,164,0
525,308,0,1,0,188,-1
526,308,0,0,0,273,0
527,308,0,0,0,219,0
528,309,0,0,1,162,1
529,308,1,0,0,197,-1
530,309,0,0,1,220,1
531,309,0,0,0,224,0
532,309,0,0,0,223,0
533,308,0,1,0,220,-1
534,308,0,0,0,283,0
535,308,1,0,1,212,0
536,309,0,0,1,236,1
537,309,0,0,0,154,0
538,308,0,1,0,278,-1
539,308,0,0,0,209,0
540,307,0,1,0,143,-1
541,307,0,1,1,281,0
542,306,1,0,0,206,-1
543,306,0,0,0,221,0
544,306,0,1,1,228,0
545,307,0,1,2,164,1
546,307,0,1,1,193,0
547,306,0,1,0,276,-1
548,307,1,0,2,197,1
549,307,0,0,0,157,0
550,307,0,0,0,276,0
551,306,1,1,1,205,-1
552,308,0,0,2,160,2
553,309,0,0,1,243,1
554,310,0,0,1,285,1
555,309,0,1,0,205,-1
556,312,0,0,3,229,3
557,312,0,0,0,183,0
558,313,0,0,1,277,1
559,314,0,0,1,214,1
560,313,0,1,0,278,-1
561,313,0,0,0,212,0
562,313,2,0,2,286,0
563,313,0,0,0,203,0
564,313,0,0,0,233,0
565,312,1,0,0,170,-1
566,310,1,1,0,176,-2
567,308,0,2,0,225,-2
568,309,0,0,1,282,1
569,309,0,0,0,195,0
570,309,1,0,1,150,0
571,309,0,0,0,251,0
572,309,1,0,1,283,0
573,310,0,0,1,204,1
574,309,1,0,0,153,-1
575,311,0,0,2,250,2
576,312,0,1,2,279,1
577,313,0,0,1,202,1
578,314,0,0,1,154,1
579,314,1,0,1,285,0
580,316,0,0,2,217,2
581,316,0,0,0,233,0
582,316,0,1,1,170,0
583,317,0,0,1,187,1
584,317,0,0,0,288,0
585,318,0,0,1,213,1
586,318,0,0,0,250,0
587,318,0,1,1,172,0
588,319,0,0,1,288,1
589,319,0,0,0,208,0
590,321,0,0,2,160,2
591,321,0,0,0,299,0
592,322,1,0,2,210,1
593,322,0,0,0,242,0
594,322,0,0,0,171,0
595,322,0,0,0,189,0
596,321,0,1,0,289,-1
597,320,0,1,0,210,-1
598,320,0,0,0,169,0
599,317,2,1,0,279,-3
600,317,0,0,0,200,0
601,316,1,0,0,165,-1
602,315,0,1,0,188,-1
603,315,0,0,0,281,0
604,316,0,0,1,214,1
605,316,0,2,2,151,0
606,317,0,0,1,289,1
607,316,1,1,1,213,-1
608,316,1,0,1,292,0
609,315,0,1,0,206,-1
610,314,0,2,1,145,-1
611,316,0,1,3,283,2
612,316,0,0,0,216,0
613,317,0,0,1,284,1
614,318,0,0,1,204,1
615,318,0,0,0,286,0
616,318,0,0,0,224,0
617,319,0,0,1,227,1
618,319,1,0,1,226,0
619,321,0,0,2,235,2
620,320,0,1,0,221,-1
621,319,1,0,0,225,-1
622,319,1,0,1,239,0
623,319,0,1,1,234,0
624,320,0,0,1,168,1
625,319,0,2,1,187,-1
626,320,0,0,1,287,1
627,320,0,0,0,227,0
628,322,0,0,2,294,2
629,322,0,0,0,218,0
630,322,0,0,0,229,0
631,323,0,0,1,234,1
632,324,0,0,1,235,1
633,322,2,1,1,181,-2
634,322,0,0,0,289,0
635,322,0,0,0,224,0
636,322,0,1,1,169,0
637,321,0,1,0,250,-1
638,322,0,0,1,218,1
639,321,0,2,1,286,-1
640,322,0,0,1,212,1
641,322,0,0,0,154,0
642,322,0,0,0,195,0
643,322,0,1,1,294,0
644,322,0,0,0,215,0
645,322,0,0,0,170,0
646,321,0,1,0,192,-1
647,321,0,0,0,243,0
648,321,0,0,0,291,0
649,323,0,0,2,205,2
650,323,0,0,0,224,0
651,323,1,0,1,227,0
652,323,0,0,0,232,0
653,323,0,0,0,229,0
654,323,1,1,2,173,0
655,323,0,0,0,283,0
656,324,0,0,1,200,1
657,323,0,1,0,173,-1
658,322,0,1,0,199,-1
659,323,1,0,2,295,1
660,322,0,1,0,215,-1
661,320,1,1,0,163,-2
662,320,0,0,0,291,0
663,320,0,0,0,221,0
664,319,0,1,0,164,-1
665,318,1,0,0,196,-1
666,319,0,0,1,246,1
667,321,0,0,2,216,2
668,321,0,3,3,242,0
669,321,0,0,0,280,0
670,318,2,1,0,210,-3
671,318,0,0,0,151,0
672,319,0,0,1,242,1
673,317,1,1,0,233,-2
674,316,0,1,0,281,-1
675,316,0,0,0,205,0
676,316,0,0,0,240,0
677,316,1,0,1,230,0
678,315,0,1,0,233,-1
679,315,0,0,0,226,0
680,316,0,0,1,219,1
681,316,0,0,0,239,0
682,316,0,0,0,229,0
683,315,1,0,0,224,-1
684,315,0,0,0,234,0
685,314,0,1,0,228,-1
686,314,0,0,0,224,0
687,314,0,0,0,151,0
688,314,0,0,0,277,0
689,314,0,0,0,216,0
690,314,0,0,0,165,0
691,314,0,0,0,289,0
692,314,0,0,0,213,0
693,315,0,0,1,282,1
694,316,0,0,1,222,1
695,317,0,0,1,218,1
696,317,0,1,1,165,0
697,317,0,0,0,197,0
698,318,0,0,1,297,1
699,319,0,0,1,211,1
700,319,0,0,0,292,0
701,321,1,0,3,208,2
702,321,1,0,1,166,0
703,320,1,0,0,208,-1
704,321,0,0,1,291,1
705,322,0,0,1,223,1
706,323,0,0,1,294,1
707,323,1,0,1,204,0
708,323,0,0,0,294,0
709,322,1,0,0,229,-1
710,323,0,0,1,230,1
711,324,0,0,1,238,1
712,325,0,0,1,164,1
713,326,0,0,1,304,1
714,327,0,0,1,209,1
715,326,0,1,0,234,-1
716,326,0,0,0,188,0
717,325,0,1,0,299,-1
718,324,1,0,0,222,-1
719,324,0,0,0,234,0
720,325,0,0,1,236,1
721,325,0,0,0,164,0
722,325,1,0,1,201,0
723,325,0,0,0,254,0
724,326,0,0,1,297,1
725,327,0,0,1,235,1
726,326,1,0,0,298,-1
727,326,0,0,0,213,0
728,326,0,0,0,169,0
729,325,1,0,0,250,-1
730,324,2,0,1,228,-1
731,324,1,0,1,229,0
732,325,0,0,1,248,1
733,326,0,0,1,301,1
734,327,0,0,1,217,1
735,327,0,0,0,163,0
736,327,0,0,0,293,0
737,326,1,0,0,214,-1
738,329,0,1,4,245,3
739,329,0,0,0,177,0
740,329,0,0,0,298,0
741,330,0,0,1,219,1
742,329,0,1,0,153,-1
743,328,1,0,0,297,-1
744,329,0,0,1,219,1
745,332,0,0,3,241,3
746,333,1,0,2,174,1
747,332,0,1,0,287,-1
748,333,0,0,1,214,1
749,334,0,1,2,149,1
750,334,0,1,1,293,0
751,333,1,0,0,222,-1
752,335,0,0,2,299,2
753,339,0,0,4,236,4
754,338,1,0,0,166,-1
755,339,0,0,1,301,1
756,339,0,0,0,209,0
757,338,1,0,0,248,-1
758,339,0,1,2,239,1
759,338,1,1,1,234,-1
760,338,0,1,1,173,0
761,339,0,1,2,307,1
762,339,0,0,0,229,0
763,338,0,1,0,307,-1
764,338,0,0,0,216,0
765,337,0,1,0,140,-1
766,337,0,0,0,295,0
767,339,0,0,2,225,2
768,339,0,0,0,253,0
769,339,1,0,1,244,0
770,339,0,0,0,235,0
771,339,0,0,0,232,0
772,339,0,0,0,180,0
773,339,0,0,0,201,0
774,338,1,1,1,302,-1
775,336,2,2,2,212,-2
776,335,1,1,1,180,-1
777,335,0,0,0,306,0
778,336,0,0,1,217,1
779,336,0,0,0,234,0
780,335,1,0,0,171,-1
781,336,0,0,1,196,1
782,336,0,0,0,243,0
783,336,0,0,0,230,0
784,336,0,1,1,238,0
785,336,1,1,2,294,0
786,338,0,0,2,235,2
787,338,0,0,0,236,0
788,338,0,0,0,233,0
789,338,1,0,1,179,0
790,338,0,0,0,302,0
791,338,0,0,0,240,0
792,339,0,0,1,248,1
793,340,0,0,1,185,1
794,339,0,2,1,302,-1
795,339,0,0,0,221,0
796,339,1,0,1,168,0
797,338,0,1,0,301,-1
798,339,0,0,1,222,1
799,339,0,0,0,168,0
800,339,0,0,0,194,0
801,339,0,0,0,305,0
802,339,0,0,0,223,0
803,338,0,2,1,161,-1
804,338,0,0,0,310,0
805,338,0,1,1,216,0
806,340,0,0,2,175,2
807,342,0,0,2,312,2
808,342,0,0,0,221,0
809,342,0,0,0,156,0
810,341,0,1,0,302,-1
811,343,0,0,2,235,2
812,342,0,1,0,183,-1
813,342,1,0,1,302,0
814,343,0,0,1,220,1
815,343,0,0,0,258,0
816,344,1,0,2,227,1
817,344,0,2,2,251,0
818,345,0,0,1,254,1
819,345,0,0,0,163,0
820,346,0,0,1,306,1
821,345,0,2,1,223,-1
822,345,0,1,1,165,0
823,346,0,0,1,272,1
824,346,0,0,0,217,0
825,345,1,0,0,312,-1
826,345,0,1,1,233,0
827,345,0,0,0,269,0
828,346,0,0,1,188,1
829,344,1,1,0,303,-2
830,344,1,0,1,237,0
831,341,1,2,0,175,-3
832,342,0,0,1,308,1
833,343,0,0,1,215,1
834,343,0,0,0,176,0
835,343,0,2,2,265,0
836,343,0,1,1,237,0
837,343,0,0,0,311,0
838,343,0,0,0,221,0
839,342,1,0,0,306,-1
840,343,0,0,1,225,1
841,345,0,0,2,254,2
842,343,0,2,0,176,-2
843,342,1,0,0,305,-1
844,342,0,2,2,226,0
845,343,0,0,1,155,1
846,344,0,0,1,271,1
847,344,0,0,0,308,0
848,345,0,0,1,237,1
849,345,1,0,1,315,0
850,345,0,0,0,218,0
851,345,0,0,0,186,0
852,345,0,0,0,269,0
853,345,0,0,0,306,0
854,345,0,0,0,222,0
855,345,0,0,0,302,0
856,344,1,0,0,222,-1
857,344,0,0,0,257,0
858,342,1,2,1,168,-2
859,344,0,0,2,181,2
860,345,0,0,1,261,1
861,344,0,1,0,308,-1
862,343,0,1,0,224,-1
863,343,0,0,0,308,0
864,342,0,1,0,233,-1
865,343,0,0,1,313,1
866,343,0,1,1,222,0
867,343,1,0,1,245,0
868,343,0,1,1,244,0
869,343,0,0,0,242,0
870,344,0,0,1,242,1
871,344,0,1,1,185,0
872,344,0,0,0,190,0
873,345,0,0,1,313,1
874,345,0,0,0,228,0
875,347,0,0,2,312,2
876,347,0,0,0,221,0
877,347,0,0,0,308,0
878,347,0,0,0,213,0
879,347,0,0,0,254,0
880,347,0,0,0,186,0
881,349,0,0,2,201,2
882,350,0,0,1,310,1
883,349,0,1,0,228,-1
884,349,0,0,0,183,0
885,348,0,1,0,215,-1
886,348,0,0,0,242,0
887,349,0,0,1,312,1
888,348,0,1,0,209,-1
889,345,2,1,0,172,-3
890,345,0,0,0,277,0
891,345,0,2,2,309,0
892,343,2,0,0,236,-2
893,341,1,1,0,171,-2
894,341,0,0,0,311,0
895,341,0,0,0,224,0
896,342,1,1,3,265,1
897,344,0,0,2,241,2
898,344,0,0,0,176,0
899,344,0,1,1,205,0
900,344,0,0,0,268,0
901,345,0,0,1,247,1
902,346,0,1,2,304,1
903,346,0,1,1,212,0
904,348,0,0,2,314,2
905,346,1,1,0,224,-2
906,347,0,0,1,313,1
907,346,0,2,1,231,-1
908,346,0,0,0,161,0
909,346,0,0,0,314,0
910,345,0,1,0,224,-1
911,346,1,0,2,247,1
912,345,1,0,0,244,-1
913,345,0,0,0,178,0
914,345,0,1,1,201,0
915,345,0,0,0,250,0
916,347,0,0,2,306,2
917,348,0,1,2,222,1
918,349,0,0,1,267,1
919,350,0,1,2,210,1
920,351,0,0,1,182,1
921,351,0,0,0,264,0
922,353,0,0,2,306,2
923,352,1,1,1,232,-1
924,351,0,1,0,257,-1
925,350,0,1,0,233,-1
926,351,0,0,1,249,1
927,353,0,0,2,244,2
928,354,0,0,1,188,1
929,353,0,1,0,302,-1
930,353,0,0,0,228,0
931,353,0,0,0,176,0
932,353,0,1,1,271,0
933,352,0,2,1,313,-1
934,352,1,0,1,222,0
935,351,1,0,0,166,-1
936,352,0,0,1,317,1
937,352,0,1,1,234,0
938,352,0,0,0,149,0
939,352,0,0,0,316,0
940,352,0,0,0,232,0
941,353,0,0,1,319,1
942,351,0,2,0,231,-2
943,352,0,0,1,180,1
944,352,0,0,0,281,0
945,353,0,0,1,233,1
946,352,0,2,1,317,-1
947,351,1,1,1,220,-1
948,351,0,0,0,316,0
949,351,1,0,1,233,0
950,349,0,2,0,160,-2
951,351,0,0,2,269,2
952,350,0,1,0,220,-1
953,349,0,1,0,312,-1
954,349,0,0,0,213,0
955,349,0,0,0,164,0
956,350,1,0,2,311,1
957,349,1,0,0,223,-1
958,349,0,0,0,257,0
959,349,0,0,0,196,0
960,348,1,0,0,203,-1
961,347,0,1,0,251,-1
962,348,0,0,1,310,1
963,349,0,0,1,225,1
964,350,0,0,1,182,1
965,351,0,1,2,311,1
966,350,0,1,0,222,-1
967,350,0,2,2,173,0
968,351,0,0,1,314,1
969,351,0,1,1,243,0
970,350,1,0,0,161,-1
971,350,0,1,1,221,0
972,349,0,1,0,250,-1
973,347,1,1,0,318,-2
974,349,0,0,2,221,2
975,349,0,1,1,310,0
976,350,1,0,2,238,1
977,351,0,0,1,260,1
